Price,Close,High,Low,Open,Volume
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS
Date,,,,,
2024-05-10,75991.8125,77814.84840593435,75703.96472537878,77143.20359848485,16976124
2024-05-13,75224.2265625,76663.46559111927,74456.63241390306,76183.71924824618,18652344
2024-05-14,75128.2734375,75608.01975574713,74744.4763829023,75416.12122844828,11763992
2024-05-16,75032.3359375,77047.27079004156,74936.38665880755,76951.3215113491,20989778
2024-05-17,74264.734375,75608.02414405685,74072.8358365633,75416.12560562015,15918201
2024-05-20,75703.9765625,75895.87510891951,74744.4838304024,74936.38237682193,19456783
2024-05-21,75224.2265625,75799.9221739477,75032.32802535077,75320.17583107462,13690583
2024-05-22,74552.578125,75512.07076496139,74168.78106901544,74936.37518098456,19521506
2024-05-23,75128.2734375,75895.8675466954,73976.8822737069,74552.57785560345,18728087
2024-05-24,72825.5,73880.9420289855,72633.60144927536,73689.04347826086,27891278
2024-05-27,74072.8359375,75032.32863099093,71002.45931832901,72249.79981986723,43825202
2024-05-28,74456.640625,74840.43774162371,73113.350716817,73401.1985542848,18539072
2024-05-29,72153.859375,75032.3378075133,72153.859375,74552.59140209442,30244875
2024-05-30,70522.71875,72153.85646258504,70522.71875,71770.0593537415,28551273
2024-05-31,70522.71875,71674.11007653062,70522.71875,71482.21152210885,26198776
2024-06-03,72633.59375,73305.23860634082,71194.35477212681,71386.25330250991,15706268
2024-06-04,72249.796875,73017.39099850597,71865.999813247,71865.999813247,14098053
2024-06-05,74264.734375,74840.42999031008,73689.03875968992,74840.42999031008,23177968
2024-06-07,74168.8046875,75416.14551665589,73976.9060983991,75224.24692755498,21189349
2024-06-10,72633.59375,73497.1371367239,72537.64448480845,73017.39081076618,14598755
2024-06-11,72153.859375,72921.45362367021,72057.91009391622,72825.50434258643,16971175
2024-06-12,73401.1875,73976.88308823529,72153.84705882354,72249.79632352942,19246725
2024-06-13,75416.125,75799.92207379136,74648.5308524173,75224.22646310434,33763804
2024-06-14,76375.609375,77239.15269707915,75799.91382694723,76471.5586330088,22926612
2024-06-17,74936.3828125,76279.67264524648,74840.4335387324,75991.82482394367,16123051
2024-06-18,76567.515625,76951.312695802,75416.12441259398,75512.07368029449,18207598
2024-06-19,77910.8125,79158.15309421183,77239.16756465517,77814.86322352217,24168863
2024-06-20,78294.6015625,78870.29716222426,77910.80449601715,78198.65229587929,20288913
2024-06-21,76759.421875,77527.01609374999,76759.421875,77431.06681640625,17907523
2024-06-24,77335.109375,77622.95717664392,76279.66743563896,76471.56597006824,15454227
2024-06-25,77527.0078125,78486.50048344678,76855.36294283725,77335.10927831064,19088458
2024-06-26,78006.75,78102.69926199262,76663.46033210332,76855.35885608857,17783242
2024-06-27,78643.8125,78643.8125,77583.66306678922,78354.68083639706,11739720
2024-06-28,78547.4375,78932.94639570553,77872.79693251534,78932.94639570553,9455929
2024-07-01,78836.578125,79125.70982961492,78354.6919506418,78547.44642038508,11317202
2024-07-02,78836.578125,79607.5960039731,78547.44642038508,79511.21876910147,14471904
2024-07-03,78836.578125,79318.4642993582,78065.5602460269,79318.4642993582,11440328
2024-07-04,81535.125,81631.50221631206,79414.82624113475,79896.71232269504,43857229
2024-07-05,83944.5625,83944.5625,82113.39523536165,82498.90413318024,45791193
2024-07-08,84233.6875,85390.21410183066,83751.80141590389,84715.57358409611,24035809
2024-07-09,84619.2109375,85004.71987115603,83751.81583677392,84619.2109375,21336201
2024-07-10,84619.2109375,84811.96540432802,83944.57030360194,84426.45647067198,17813847
2024-07-11,84426.4453125,85582.97196061644,83559.05032641267,85293.84029858734,24677608
2024-07-12,81342.375,82980.78776658767,81053.24333530806,82788.03332345972,26344386
2024-07-15,83559.046875,84137.31017517301,81053.23924091696,81631.50254108997,25193080
2024-07-16,84522.828125,84811.95980615736,83559.05585447549,83751.81030858039,16166688
2024-07-17,83559.046875,84811.95069204153,83269.9152249135,83944.55574178201,18186490
2024-07-18,83751.8125,83751.8125,80764.11838319908,80764.11838319908,24721790
2024-07-19,81342.375,82980.78776658767,81053.24333530806,82498.90165876778,18569122
2024-07-22,79993.09375,81824.2609563253,79607.58486445784,81342.37484939759,18987560
2024-07-23,80860.484375,81631.50210443982,80378.59829410013,81149.61602353993,15766389
2024-07-24,79029.3125,80282.2162347561,78932.93528963414,79896.70739329269,16939083
2024-07-25,77487.28125,78065.54454291044,77198.14960354478,77487.28125,20323811
2024-07-26,77969.171875,78354.68075942522,77487.28576946848,77776.41743278739,14508334
2024-07-29,78258.3046875,79029.3224676724,78161.92746497845,78643.8135775862,12797136
2024-07-30,78065.546875,78065.546875,77101.77469135802,77487.28356481482,13169636
2024-07-31,80860.484375,80860.484375,77969.16788960072,78258.29953814065,20744323
2024-08-01,80089.4609375,82980.77721683212,80089.4609375,82884.40000752106,20900338
2024-08-02,76716.25,78451.03957286432,76619.87280150753,78065.53077889448,25800275
2024-08-05,68813.328125,74114.0746892507,67656.80160189075,73921.3202687325,54608790
2024-08-06,69873.484375,72572.0465301724,69680.72993534482,72186.53765086207,47295226
2024-08-07,71993.7734375,73246.67712516733,70162.60650937082,70355.3609228581,32710428
2024-08-08,70740.8828125,71222.76893520095,69873.48779163828,70548.12836341962,28414729
2024-08-09,71993.7734375,73053.92271168005,71511.88740378179,72957.54550493641,16388222
2024-08-12,72764.796875,73150.30573261589,72090.15637417219,72475.66523178808,9839259
2024-08-13,73343.078125,73824.96431504599,72764.8146969448,73728.58707703679,10716261
2024-08-14,74403.2109375,74981.4742349417,74210.45650501942,74595.96536998056,13246168
2024-08-16,77294.5234375,77294.5234375,75848.86526846945,76523.50574735037,22061478
2024-08-19,75463.359375,77198.14924568965,75174.22772988505,77198.14924568965,14146565
2024-08-20,76041.6328125,76909.02786359316,75848.87835670152,76619.89617989544,10683836
2024-08-21,75463.359375,75752.49102011495,74981.47329980844,75077.85051484675,7805598
2024-08-22,75463.359375,76041.6226652299,74981.47329980844,75848.86823515326,8149101
2024-08-23,74885.09375,75559.73423423423,74692.33932593308,74885.09375,9420306
2024-08-26,73343.078125,75367.00012319317,73246.7008869908,75270.62288518397,15655938
2024-08-27,73053.9296875,73728.57019912598,72861.17525560685,72957.55247155343,11130145
2024-08-28,73632.1953125,73632.1953125,72668.4231225458,73053.93199852748,9794514
2024-08-29,71319.1484375,71993.7890308277,70837.26229940879,70933.63952702703,16884479
2024-08-30,71608.28125,72282.92185397039,71415.52679172275,71704.65847913863,16358520
2024-09-02,71704.65625,71993.78792842742,70837.26121471774,71801.03347614247,12641376
2024-09-03,69873.484375,71608.27433189655,69873.484375,71415.51989224137,16314599
2024-09-04,67464.0546875,68524.20411830356,67271.3002455357,67271.3002455357,27366563
2024-09-05,66500.2890625,68620.58813405798,66500.2890625,67560.43859827898,25686769
2024-09-06,66403.90625,67174.92402939041,65536.51124818578,66596.66069484761,19022299
2024-09-09,65054.6328125,65729.27344907407,64187.23770833333,64476.36940972222,23263298
2024-09-10,63801.7265625,64861.87609752643,63608.9721015861,64572.74440615559,30651376
2024-09-11,62548.8125,63127.075789676426,61874.1719953775,62741.56692989214,35809707
2024-09-12,63898.09765625,64187.22931985294,62837.94822303922,63608.965992647056,35884106
2024-09-13,62066.93359375,63127.08308059977,61970.55636767275,62645.19695021351,25045135
2024-09-19,60814.0234375,62066.92724841522,59946.62849148178,61681.41838351823,49402713
2024-09-20,60717.65234375,62356.065184771825,60717.65234375,61488.67015128968,32746056
2024-09-23,60332.140625,61199.535618011185,59946.63173921725,60043.00896066294,28542376
2024-09-24,60910.40234375,61103.15678154668,60139.38459256329,60524.893468156646,26957500
2024-09-25,59946.6328125,61874.177275924434,59946.6328125,61488.66838323954,28652438
2024-09-26,62356.0625,62548.816943585785,61392.2902820711,61585.04472565688,37566015
2024-09-27,62221.34375,63384.35952102803,62221.34375,62705.933654595014,28433030
2024-09-30,59604.55859375,62318.26207444106,59604.55859375,62221.344092987805,32694163
2024-10-02,59410.7265625,59992.234489702285,58053.874732361335,58635.38265956362,28473536
2024-10-04,58732.296875,59798.394673061055,58635.37889335808,59119.96880156765,24247578
2024-10-07,59119.96875,59992.2305840164,57666.19902663935,58344.62489754098,35066533
2024-10-08,58441.546875,59119.97279228856,58053.87492226368,58150.792910447766,27411786
2024-10-10,57084.6875,58344.621179966045,57084.6875,58247.70320458404,45262214
2024-10-11,57472.36328125,58247.70713664629,57181.609335476394,57278.52731740093,29623969
2024-10-14,57472.36328125,59313.80493781619,57569.28126317453,57666.19924509907,20886249
2024-10-15,59119.96875,59507.64067622951,58247.70691598361,59216.88673155738,22715239
2024-10-16,57666.19921875,58150.789128151264,57375.445273109246,57569.28123686975,23303268
2024-10-17,57860.0390625,58247.71101601759,57278.531132223616,57569.285097361804,23372873
2024-10-18,57375.44921875,58247.71111565667,57278.53123020481,58053.8751385663,14420260
2024-10-21,57181.609375,57763.11726694916,56697.01946504237,57181.609375,18514905
2024-10-22,55921.6796875,57084.695556217506,55921.6796875,56987.77756715771,27582527
2024-10-23,57278.52734375,58150.78918147208,55340.167704367595,55727.83963224408,27300780
2024-10-24,54855.57421875,56697.01575612853,54855.57421875,56406.26182917403,31499922
2024-10-25,54177.16015625,55146.34012326699,54080.242159548296,54274.0781529517,25829315
2024-10-28,56309.3515625,56697.02351817986,53983.31982842083,53983.31982842083,27775009
2024-10-29,57763.1171875,57763.1171875,55534.00360476091,56212.429477768455,28369314
2024-10-30,57278.52734375,57956.95321753384,56793.9374339044,57278.52734375,19838511
2024-10-31,57375.44921875,59313.80898965371,56503.187321843325,56697.023298933695,35809196
2024-11-01,56503.18359375,57763.11736170669,56309.347629448974,57181.6094688036,19083180
2024-11-04,56890.859375,57569.28529599659,56600.1054088586,56793.9413862862,15586947
2024-11-05,55824.7578125,56309.34772406684,55437.08588324653,56018.593777126734,17484474
2024-11-06,55534.0078125,56212.43373691099,54564.82792048429,55824.76178010471,22092218
2024-11-07,55534.0078125,56309.35172611256,55049.41786649214,55146.33585569372,17043102
2024-11-08,55243.25,56503.18377192983,55243.25,56212.429824561405,13877396
2024-11-11,53304.890625,55049.41431818182,53304.890625,54952.496335227275,29811326
2024-11-12,51366.53125,52917.21898584906,51366.53125,52917.21898584906,37962881
2024-11-13,49040.5,51366.53162055336,48943.58201581027,50397.35177865613,52527995
2024-11-14,48362.07421875,50203.515922469946,48362.07421875,48652.82817196894,48510715
2024-11-15,51851.12109375,52529.54697721962,48749.74562646028,48749.74562646028,46774485
2024-11-18,54952.49609375,55727.83995397927,54177.15223352072,55243.250041335974,48095234
2024-11-19,54564.828125,55727.84399977798,54177.15616674068,54758.66410412966,31539632
2024-11-20,53595.6484375,54758.664316794755,53111.05848779385,54370.992357029834,20864667
2024-11-21,54661.74609375,55146.33604138963,53014.140271775264,53207.97625083112,19096850
2024-11-22,54274.0703125,54952.49619140625,54177.15232979911,54274.0703125,15281543
2024-11-25,56115.51171875,56115.51171875,54952.495931832906,55630.92180753454,36237325
2024-11-26,56503.18359375,57084.691486653086,55727.83973654589,56115.51166514794,23209405
2024-11-27,54564.828125,56018.59796847247,54274.074156305505,55921.67997890764,21808387
2024-11-28,53789.484375,54661.74628378378,53498.730405405404,54274.07432432432,20001134
2024-11-29,52529.54296875,53595.640704278136,52141.87106492159,53401.80475236393,24513531
2024-12-02,51948.03515625,52723.37896455224,51463.4452760611,52626.46098851446,22044867
2024-12-03,51948.03515625,52723.37896455224,51463.4452760611,51463.4452760611,23374603
2024-12-04,51463.44921875,51754.20316913842,50397.35140065913,50397.35140065913,29004766
2024-12-05,52044.953125,52723.37895716946,51560.36324487896,51560.36324487896,23588277
2024-12-06,52432.62890625,52723.38285582255,51075.777141578095,52238.7929398683,22861874
2024-12-09,51754.20703125,52917.2229195927,51560.371049859554,51851.12502194523,26227680
2024-12-10,52335.7109375,52820.30085358796,52044.956987847225,52820.30085358796,20783970
2024-12-11,52335.7109375,52529.54690393519,51754.20303819445,51948.03900462963,14565947
2024-12-12,54177.16015625,54758.6681364602,52238.80022221601,52335.71821891771,33476698
2024-12-13,54370.984375,54564.82032642603,53789.47652072193,54080.230447860966,15908823
2024-12-16,53886.39453125,54855.5742890063,53498.72262814748,54564.820361679405,15277277
2024-12-17,52529.54296875,53498.72272832103,52335.70701683579,53014.13284853552,20215230
2024-12-18,53207.97265625,53692.5625711521,52335.71080942623,52432.62879240665,13698937
2024-12-19,51463.44921875,52141.87510298964,51463.44921875,51851.12115260122,22481925
2024-12-20,51366.53125,51463.449233490566,50300.43343160377,51075.7772995283,24674774
2024-12-23,51851.12109375,52335.71101051402,51657.28512704439,51754.2031103972,13672650
2024-12-24,52723.3828125,52820.30079561121,51948.038947610294,52044.956930721506,11634677
2024-12-26,51948.03515625,52917.214916627796,51851.11718021222,52820.29694059002,10517075
2024-12-27,52399.828125,52790.14341829609,51911.93400837989,52204.67047835195,10747196
2024-12-30,51911.9375,52692.56813909774,51814.35867011278,52009.516329887214,12624702
